"ID_t2ce","Date_time","FlagName","GearGrpCode","YearC","TimePeriodID","Cod_qdd","GeoStrata","Lat","Lon","Eff1","kg","areas","SST_mean","Chlor_a","porc_juvenis","porc_adultos","kg_juvenis","kg_adultos"
100384,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_114","5x5",-10,-20,63955,24797,"area 3",26.50356482375,0.0398197044029259,3.94087171960801,96.059128280392,977.217960311198,23819.7820396888
100385,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_99","5x5",-10,-25,41230,16018,"area 3",27.2254094650893,0.0344191666747816,3.94087171960801,96.059128280392,631.248832046811,15386.7511679532
100386,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_143","5x5",-15,-10,12000,2817,"area 4",24.5136979335714,0.0441771010341795,37.9106085083468,62.0893914916532,1067.94184168013,1749.05815831987
100387,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_128","5x5",-15,-15,52400,11712,"area 3",25.1324505940179,0.0332382059666205,3.94087171960801,96.059128280392,461.55489580049,11250.4451041995
100388,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_113","5x5",-15,-20,7600,1120,"area 3",25.8854674998214,0.0295176346916984,3.94087171960801,96.059128280392,44.1377632596097,1075.86223674039
100389,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_112","5x5",-20,-20,33200,6460,"area 3",26.7910683953571,0.0289908979419369,3.94087171960801,96.059128280392,254.580313086677,6205.41968691332
100390,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_97","5x5",-20,-25,7420,1411,"area 3",27.1799692828571,0.0326301628984877,3.94087171960801,96.059128280392,55.605699963669,1355.39430003633
100391,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_82","5x5",-20,-30,108340,21068,"area 3",27.1016817847321,0.0402177877729329,3.94087171960801,96.059128280392,830.262853887015,20237.737146113
100392,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_67","5x5",-20,-35,43000,9358,"area 3",27.0729380376786,0.0635101981304389,3.94087171960801,96.059128280392,368.786775520918,8989.21322447908
100393,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_81","5x5",-25,-30,20700,2637,"area 5",26.0189728719643,0.054289480000477,28.4065309789708,71.5934690210292,749.08022191546,1887.91977808454
100394,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_66","5x5",-25,-35,218310,51039,"area 5",26.0176514404464,0.0631081434123369,28.4065309789708,71.5934690210292,14498.4093463569,36540.5906536431
100395,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_51","5x5",-25,-40,20900,3395,"area 5",26.14178001125,0.0662968355285652,28.4065309789708,71.5934690210292,964.401726736059,2430.59827326394
100396,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_65","5x5",-30,-35,196796,30295,"area 5",23.2788327647321,0.0817188808241269,28.4065309789708,71.5934690210292,8605.75856007921,21689.2414399208
100397,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_50","5x5",-30,-40,100162,13341,"area 5",23.6867372186607,0.0843659855583165,28.4065309789708,71.5934690210292,3789.7152979045,9551.28470209551
100398,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_35","5x5",-30,-45,62060,9359,"area 5",24.4765639897321,0.0906713346096998,28.4065309789708,71.5934690210292,2658.56723432188,6700.43276567812
100399,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_169","5x5",-35,0,168400,58344,"area 8",18.2411926283482,0.254808996806862,55.6393842264458,44.3606157735542,32462.2423330775,25881.7576669225
100400,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_154","5x5",-35,-5,12000,5828,"area 8",18.5582524492857,0.281457522656229,55.6393842264458,44.3606157735542,3242.66331271726,2585.33668728274
100401,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_109","5x5",-35,-20,11400,6190,"area 7",19.6645604779464,0.173034754170343,47.2553450043671,52.7446549956329,2925.10585577033,3264.89414422967
100402,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_94","5x5",-35,-25,11400,7560,"area 7",19.7095729833929,0.19136660606132,47.2553450043671,52.7446549956329,3572.50408233016,3987.49591766984
100403,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_64","5x5",-35,-35,29000,2476,"area 6",20.5298015538393,0.137208926401411,46.9160583477949,53.0839416522051,1161.6416046914,1314.3583953086
100404,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_49","5x5",-35,-40,81900,11095,"area 6",21.0786747496429,0.128447782429349,46.9160583477949,53.0839416522051,5205.33667368785,5889.66332631215
100405,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_34","5x5",-35,-45,49100,5813,"area 6",21.7039702872321,0.133040875051398,46.9160583477949,53.0839416522051,2727.23047175732,3085.76952824268
100406,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_102","5x5",0,-25,18615,0,"area 1",27.969476194308,0.172090907889677,16.5059645219111,83.4940354780889,0,0
100407,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_87","5x5",0,-30,5440,22,"area 1",27.7803724082589,0.16696340629084,16.5059645219111,83.4940354780889,3.63131219482045,18.3686878051796
100408,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_118","5x5",5,-20,127979,0,"area 1",27.1180585745536,0.157229609881066,16.5059645219111,83.4940354780889,0,0
100409,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_103","5x5",5,-25,186823,49,"area 1",26.6759719653571,0.139366936199479,16.5059645219111,83.4940354780889,8.08792261573645,40.9120773842635
100410,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_88","5x5",5,-30,16100,0,"area 1",26.7686683919643,0.144529687483257,16.5059645219111,83.4940354780889,0,0
100411,"2007-02-01","Chinese Taipei","LL",2007,2,"5_5_89","5x5",10,-30,215140,394,"area 1",25.1804488164286,0.144999063212873,16.5059645219111,83.4940354780889,65.0335002163298,328.96649978367
100414,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_190","5x5",-5,0,89550,0,"area 4",28.2458796587702,0.176171117389893,37.9106085083468,62.0893914916532,0,0
100415,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_189","5x5",-10,0,82105,3088,"area 4",25.5553182199597,0.106682089225298,37.9106085083468,62.0893914916532,1170.67959073775,1917.32040926225
100416,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_204","5x5",-10,5,45190,0,"area 4",26.0368891858064,0.147684843786895,37.9106085083468,62.0893914916532,0,0
100417,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_200","5x5",-30,5,1800,215,"area 8",21.3591787926613,0.0878627524801371,55.6393842264458,44.3606157735542,119.624676086858,95.3753239131416
100418,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_230","5x5",-30,15,3150,0,"area 8",19.1033945450466,4.03257037414061,55.6393842264458,44.3606157735542,0,0
100419,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_184","5x5",-35,0,105000,30141,"area 8",18.854831428125,0.165322115593783,55.6393842264458,44.3606157735542,16770.266799693,13370.733200307
100420,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_199","5x5",-35,5,467066,151619,"area 8",18.3578481577419,0.263711377586314,55.6393842264458,44.3606157735542,84359.8779702948,67259.1220297052
100421,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_214","5x5",-35,10,478535,236709,"area 8",20.1651344406452,0.241681877740969,55.6393842264458,44.3606157735542,131703.430008577,105005.569991423
100422,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_229","5x5",-35,15,38098,20342,"area 8",21.9691384524194,0.395449587234598,55.6393842264458,44.3606157735542,11318.1635393436,9023.8364606564
100423,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_228","5x5",-40,15,100247,43429,"area 8",16.2752142534274,0.555323790909231,55.6393842264458,44.3606157735542,24163.6281757031,19265.3718242969
100424,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_176","5x5",0,0,161680,0,"area 2",28.8359141216936,0.15126659852955,7.58000391057811,92.4199960894219,0,0
100425,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_161","5x5",0,-5,30160,0,"area 2",27.9598770540323,0.152297883220499,7.58000391057811,92.4199960894219,0,0
100426,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_146","5x5",0,-10,87861,0,"area 2",27.4519544687097,0.166668831340528,7.58000391057811,92.4199960894219,0,0
100427,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_131","5x5",0,-15,19547,0,"area 2",27.6482649597581,0.149130548007844,7.58000391057811,92.4199960894219,0,0
100428,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_175","5x5",-5,0,500312,0,"area 4",27.8726512404032,0.130156914081916,37.9106085083468,62.0893914916532,0,0
100429,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_160","5x5",-5,-5,619248,189,"area 4",27.5232964198387,0.0967641405958578,37.9106085083468,62.0893914916532,71.6510500807754,117.348949919225
100430,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_145","5x5",-5,-10,274588,192,"area 4",27.6105794787097,0.0947841876656681,37.9106085083468,62.0893914916532,72.7883683360259,119.211631663974
100431,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_130","5x5",-5,-15,17500,0,"area 3",27.7716278615323,0.0815470486583932,3.94087171960801,96.059128280392,0,0
100432,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_174","5x5",-10,0,51730,4268,"area 4",25.7353714450806,0.0768151731678383,37.9106085083468,62.0893914916532,1618.02477113624,2649.97522886376
100433,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_159","5x5",-10,-5,166039,204,"area 4",26.0300222315323,0.0635401098896789,37.9106085083468,62.0893914916532,77.3376413570275,126.662358642973
100434,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_144","5x5",-10,-10,20590,20,"area 4",26.3752286709677,0.0526198485672835,37.9106085083468,62.0893914916532,7.58212170166936,12.4178782983306
100435,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_65","5x5",-30,-35,132806,17585,"area 5",23.9535021283871,0.0813421797097868,28.4065309789708,71.5934690210292,4995.28847265202,12589.711527348
100436,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_50","5x5",-30,-40,40252,5022,"area 5",24.0504997101613,0.0911299672687293,28.4065309789708,71.5934690210292,1426.57598576391,3595.42401423609
100437,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_35","5x5",-30,-45,37660,3926,"area 5",24.8110884048387,0.0989278865513377,28.4065309789708,71.5934690210292,1115.24040623439,2810.75959376561
100438,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_169","5x5",-35,0,298700,117691,"area 8",18.4905134752823,0.242193445267914,55.6393842264458,44.3606157735542,65482.5476899463,52208.4523100537
100439,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_154","5x5",-35,-5,73800,30071,"area 8",18.5808360603226,0.262184143212173,55.6393842264458,44.3606157735542,16731.3192307345,13339.6807692655
100440,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_124","5x5",-35,-15,7600,1621,"area 7",19.6209433191936,0.182169505528138,47.2553450043671,52.7446549956329,766.009142520791,854.990857479209
100441,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_109","5x5",-35,-20,22800,8528,"area 7",20.1798715420161,0.152974112151092,47.2553450043671,52.7446549956329,4029.93582197243,4498.06417802757
100442,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_64","5x5",-35,-35,11200,1081,"area 6",20.7159634650806,0.122096470113261,46.9160583477949,53.0839416522051,507.162590739663,573.837409260337
100443,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_49","5x5",-35,-40,66244,3414,"area 6",21.4259658804839,0.125312635558242,46.9160583477949,53.0839416522051,1601.71423199372,1812.28576800628
100444,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_34","5x5",-35,-45,447180,189134,"area 6",21.1066416817742,0.172202040581033,46.9160583477949,53.0839416522051,88734.2177955185,100399.782204482
100445,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_19","5x5",-35,-50,23400,7093,"area 6",22.0720883434194,0.334418890373095,46.9160583477949,53.0839416522051,3327.7560186091,3765.2439813909
100446,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_117","5x5",0,-20,8008,0,"area 1",28.5994351143145,0.197993973284616,16.5059645219111,83.4940354780889,0,0
100447,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_102","5x5",0,-25,52445,20,"area 1",28.2027607154234,0.18983672773497,16.5059645219111,83.4940354780889,3.30119290438222,16.6988070956178
100448,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_133","5x5",5,-15,4590,0,"area 2",27.6475617335484,1.61162539125993,7.58000391057811,92.4199960894219,0,0
100449,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_118","5x5",5,-20,265281,0,"area 1",26.9525730377419,0.145759062137802,16.5059645219111,83.4940354780889,0,0
100450,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_103","5x5",5,-25,381078,97,"area 1",26.5128440105645,0.137279226254719,16.5059645219111,83.4940354780889,16.0107855862538,80.9892144137462
100451,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_88","5x5",5,-30,59373,134,"area 1",26.5787980354032,0.145697617266363,16.5059645219111,83.4940354780889,22.1179924593609,111.882007540639
100452,"2007-03-01","Chinese Taipei","LL",2007,3,"5_5_89","5x5",10,-30,10200,0,"area 1",24.9012448679032,0.149277700939884,16.5059645219111,83.4940354780889,0,0
100456,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_192","5x5",0,0,2400,0,"area 2",29.3691089614583,0.138225153472917,7.58000391057811,92.4199960894219,0,0
100457,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_191","5x5",0,0,62190,0,"area 2",28.5816287992708,0.174881295349963,7.58000391057811,92.4199960894219,0,0
100458,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_190","5x5",-5,0,159635,0,"area 4",27.8888548504167,0.166538609039304,37.9106085083468,62.0893914916532,0,0
100459,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_205","5x5",-5,5,625489,0,"area 4",28.7242154563333,0.392663008571774,37.9106085083468,62.0893914916532,0,0
100460,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_189","5x5",-10,0,147795,1508,"area 4",25.6173913369792,0.109246859088225,37.9106085083468,62.0893914916532,571.69197630587,936.30802369413
100461,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_204","5x5",-10,5,162343,0,"area 4",26.36380882125,0.174630292464746,37.9106085083468,62.0893914916532,0,0
100462,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_187","5x5",-20,0,2000,139,"area 4",22.5903184736458,0.0768856095195385,37.9106085083468,62.0893914916532,52.695745826602,86.304254173398
100463,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_200","5x5",-30,5,4000,454,"area 8",20.7453605945,0.101218565086718,55.6393842264458,44.3606157735542,252.602804388064,201.397195611936
100464,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_184","5x5",-35,0,189600,60560,"area 8",17.7323403995312,0.167733035635977,55.6393842264458,44.3606157735542,33695.2110875356,26864.7889124644
100465,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_199","5x5",-35,5,322070,64496,"area 8",17.5191222625,0.246415307386369,55.6393842264458,44.3606157735542,35885.1772506885,28610.8227493115
100466,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_214","5x5",-35,10,483948,134260,"area 8",19.6809922675833,0.254222608740413,55.6393842264458,44.3606157735542,74701.4372624261,59558.5627375739
100467,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_229","5x5",-35,15,3200,100,"area 8",20.3749430915833,0.434157335640878,55.6393842264458,44.3606157735542,55.6393842264458,44.3606157735542
100468,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_198","5x5",-40,5,10000,4811,"area 8",12.1077097354167,0.243894108879495,55.6393842264458,44.3606157735542,2676.81077513431,2134.18922486569
100469,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_213","5x5",-40,10,56490,29526,"area 8",13.017639750725,0.27175140480658,55.6393842264458,44.3606157735542,16428.0845867004,13097.9154132996
100470,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_176","5x5",0,0,197330,0,"area 2",28.5750846255833,0.137313233057727,7.58000391057811,92.4199960894219,0,0
100471,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_161","5x5",0,-5,75660,26,"area 2",28.3444546433333,0.131741232427567,7.58000391057811,92.4199960894219,1.97080101675031,24.0291989832497
100472,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_146","5x5",0,-10,158785,27,"area 2",27.9053363079167,0.136492230269366,7.58000391057811,92.4199960894219,2.04660105585609,24.9533989441439
100473,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_131","5x5",0,-15,11500,0,"area 2",28.069442148,0.138488591537734,7.58000391057811,92.4199960894219,0,0
100474,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_175","5x5",-5,0,235041,0,"area 4",27.766267973,0.122230912103355,37.9106085083468,62.0893914916532,0,0
100475,"2007-04-01","Chinese Taipei","LL",2007,4,"5_5_160","5x5",-5,-5,58012,0,"area 4",27.79016046825,0.0946217184816752,37.9106085083468,62.0893914916532,0,0
